Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Slaves died during middle passage
51449,Atalante,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1805,,
51450,Cipião Africano,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,108,5
51451,Corisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,189,6
51452,Flor da Murta,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1807,75,7
51453,S Francisco Xavier Lindeza,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1807,147,25
51454,Sacramento Conceição Pérola,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,203,45
51455,NS da Conceição e S José Americano,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,268,7
51456,Hércules,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,280,15
51457,Águia,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1806,,
51458,Tibério,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,287,11
51459,NS da Oliveira e S José,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1807,338,15
51460,NS da Guia,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1806,152,12
51461,NS dos Prazeres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,249,3
51462,Brinquedo dos Meninos,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1806,214,7
51463,NS do Monte do Carmo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,137,4
51465,NS da Conceição e S João Fragatinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,289,4
51466,Americano,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,,
51467,Intrépido,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,420,38
51468,NSr do Bonfim S Antônio e Almas,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1806,,
51469,NS da Guia e o Sr do Bom Caminho,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1806,329,2
51470,Dois Corações Unidos,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1806,,
51471,S Joaquim e Santana Africana,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1806,,
51472,NS da Conceição e S José Americano,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,115,15
51473,Ativo,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1807,257,29
51474,NS do Socorro,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1807,307,7
51475,Ligeiro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,258,3
51476,Ceres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,206,3
51477,Tália,"Bahia, port unspecified",Oere,"Bahia, port unspecified",1807,370,53
51478,S José Diligente,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,254,3
51479,NS da Piedade e S José  (a) Correio de Guiné,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1806,,
51481,Passarinho,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,269,12
51482,Cipião Africano,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,135,
51483,NS da Abadia Correio de S Tomé,"Bahia, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Bahia, port unspecified",1808,173,66
51484,S Francisco Xavier Flor de Angola,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,218,3
51485,Hércules,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1807,339,7
51486,NS do Monte do Carmo,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1807,129,
51487,Águia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,327,6
51488,Tibério,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,288,8
51489,NS dos Prazeres,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1807,307,4
51490,Sacramento Conceição Pérola,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1808,233,10
51492,Brinquedo dos Meninos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,166,3
51493,NS da Oliveira e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,240,
51494,Ligeiro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,306,8
51495,Corisco,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1807,,
51496,NS da Guia e o Sr do Bom Caminho,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,301,6
51497,NS do Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,334,2
51498,NS da Piedade,"Bahia, port unspecified","Gold Coast, port unspecified","Bahia, port unspecified",1808,299,13
51500,S José Diligente,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1807,,
51501,Cipião Africano,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1807,,
51502,Dois Corações,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1807,,
51503,Júpiter,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,224,3
51504,Felicidade,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1807,,
51505,Destino,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1807,,
51506,Gaivota,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,119,2
51507,Voador,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1808,573,27
51508,Constante,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,170,2
51510,Águia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,334,1
51511,NS do Monte do Carmo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1808,172,2
51512,Hércules,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1808,,
51513,Tibério,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,408,4
51514,Americana Portuguesa,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,293,2
51515,S José Diligente,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,264,2
51516,NS dos Prazeres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,408,2
51517,Correio de São Tomé,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1809,129,15
51518,Horizonte,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,158,
51519,Vênus Furreca,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,205,20
51521,NS da Conceição e S João Fragatinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,369,25
51522,NS da Conceição e Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,342,1
51523,Feliz Americano,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,536,1
51524,S Miguel Triunfante,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1808,,
51525,NS das Necessidades S Jose e Desforço,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,207,4
51526,Voador,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,712,23
51527,NS do Monte do Carmo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,,
51528,Cipião Africano (a) Pitada,"Bahia, port unspecified",Accra,"Bahia, port unspecified",1809,180,7
51529,NS da Oliveira e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,453,72
51530,Horizonte,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,200,2
51531,Júpiter,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,383,24
51532,Águia Volante,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,552,24
51533,Tibério,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,420,5
51534,Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,286,25
51535,Brinquedo dos Meninos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,221,4
51536,Ligeiro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,382,84
51537,Triunfo da União,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,514,9
51538,Destino,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,458,12
51539,NS da Conceição e S João Fragatinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,202,14
51540,Ceres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,333,18
51541,NS da Piedade,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1809,,
51542,Vênus Furreca,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,236,16
51543,NS das Necessidades S Jose e Desforço,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1809,156,
51544,NS dos Prazeres,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1810,343,37
51546,NS do Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,421,58
51547,Correio de Guiné,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1810,313,6
51548,Constante,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,222,6
51549,Cipião Africano,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,249,5
51550,Horizonte,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,228,4
51551,Americana Portuguesa,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1810,,
51552,NS da Conceição e S João Fragatinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,280,6
51554,Tibério,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1810,,
51555,Americana,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1810,,
51556,Desengano Feliz,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,437,43
51557,NS do Monte do Carmo,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1810,,
51558,Lusitânia,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1810,159,17
51559,Triunfo da União,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1810,,
51560,Divina Providência,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1810,0,65
51561,Boa Hora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,292,25
51562,S Miguel Triunfante,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51564,Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,371,
51566,Vênus Furreca,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,254,16
51568,Voador,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1811,,
51569,Correio de Guiné,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1810,,
51570,NS da Piedade,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51571,Paquete da Bahia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51572,Urânia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51574,Especulação,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51579,Pena,"Bahia, port unspecified",Cameroons,"Bahia, port unspecified",1811,,
51580,S Lourenço,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51581,Espírito Santo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51583,Leal Português,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51585,Horizonte,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
51594,Conceição Vigilante,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1810,,
51596,NS da Soledade S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51597,NS dos Milagres e S Cristo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51598,NS das Brotas S Antônio e Almas,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1715,,
51599,NS do Ó e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51600,NS da Guia e S Pedro da Guarda,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51601,NS da Oliveira S Antônio e Almas,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1715,,
51602,S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51603,NS Mãe de Deus e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51604,NS da Graça,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51605,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51606,NS do Rosario e S José,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1716,,
51607,Corpo Santo e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51608,NS da Purificacão e S Antônio da Barra,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51609,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1715,,
51610,NS do Rosario e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51611,S Caetano e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51612,NS das Brotas e S Gonçalo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51613,NS do Monte e Nazaré,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51614,NS de Nazaré e S Antônio das Barreiras,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51615,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51616,S Isabel Rainha de Portugal e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51617,NS da Soledade S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51618,S Estevão e NS das Brotas,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1716,,
51619,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51620,NS da Piedade e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51621,NS do Tejo e Barroquinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51622,NS do Amparo S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51623,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1707,,
51624,NS do Pilar e Monserrat,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1708,,
51625,NS da Piedade,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1711,,
51626,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1708,,
51627,Jesus Maria José,Madeira,Luanda,"Bahia, port unspecified",1735,,
51628,NS de Guadalupe Almas e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1710,,
51629,S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1712,,
51630,S Pedro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1709,,
51631,NS da Boa Hora e S Cruz,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1712,,
51632,NS do Monserrat e Piedade,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1721,,
51633,S Antônio S Lázaro e Almas (a) S Antonio e S Lourenco,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1720,,
51634,NS do Rosario e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1720,,
51635,S Cristo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1720,,
51636,Bom Jesus Barrosas e S Gonçalo do Amarante,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1712,,
51637,NS das Angústias e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1713,,
51638,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1720,,
51639,S Caetano e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1720,,
51640,NS da Purificacão e S Antônio da Barra,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1713,,
51641,NS da Guia e S Pedro da Guarda,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1713,,
51642,NS da Guia e S Pedro da Guarda,"Bahia, port unspecified",West of Cape Apolonia,"Bahia, port unspecified",1720,,
51643,S Antônio Almas e NS do Bonsucesso,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1714,,
51644,S Caetano e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1713,,
51645,NS da Boa Hora e S Cruz,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1713,,
51646,NS da Anunciada,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1713,,
51647,S Pedro,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1720,,
51648,NS Mãe de Deus e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1713,,
51649,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1721,,
51650,NS do Tejo e Barroquinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1714,,
51651,NS das Brotas e S Gonçalo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1714,,
51652,NS da Graça,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1714,,
51653,S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1714,,
51654,S Estevão e NS das Brotas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51655,NS da Ajuda e S Gonçalo (a) NS da Ajuda e S Estevao,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1715,,
51657,S Estevão,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51658,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51660,NS da Boa Hora e S Cruz,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51661,NS do Monte do Carmo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1715,,
51662,NS da Conceição e S Antônio da Mouraria,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1715,,
51663,NS dos Milagres e S Cristo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51664,S Jorge,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51665,NS da Boa Morte Conceição e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1720,,
51666,NS das Brotas e S Gonçalo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51667,NS do Monte do Carmo e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51668,NS Mãe de Deus e S José,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1716,,
51669,NS da Piedade e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51670,NS da Penha da França e S Catarina,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1716,,
51671,Corpo Santo e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51672,NS Mãe de Deus,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51673,NS da Guia e S Pedro da Guarda,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1716,,
51674,NS do Pilar e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51675,S Antônio e Almas,"Bahia, port unspecified",Cape Verde Islands,"Bahia, port unspecified",1716,,
51676,NS da Boa Morte e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51677,Jesus Maria José,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1716,,
51678,NS do Rosario e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51679,NS da Vitória e Amor Divino,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1717,,
51680,NS dos Meninos e S Maria Madalena,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51681,NS da Anunciada e S Amaro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51682,S Isabel Rainha de Portugal e Almas,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1717,,
51683,NS dos Milagres e S Cristo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51684,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51685,NS da Purificacão e S Antônio da Barra,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51686,S Jorge e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51687,NS da Graça,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51688,S Antônio e Almas,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1717,,
51689,NS Mãe de Deus e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51690,NS do Tejo e Barroquinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51691,NS de Nazaré e S Antônio das Barreiras,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51692,NS do Amparo S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1717,,
51693,NS da Conceição e S Quitéria,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1717,,
51694,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51695,NS da Angústia e S João de Deus,"Bahia, port unspecified",Cape Verde Islands,"Bahia, port unspecified",1717,,
51696,NS da Penha da França e S Caetano,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1717,,
51697,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51698,NS das Brotas e S Gonçalo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51699,NS da Piedade e S Antônio e Almas,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1717,,
51700,NS Mãe de Deus,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1717,,
51701,NSr do Bonfim S Antônio e Almas,"Bahia, port unspecified","Gold Coast, port unspecified","Bahia, port unspecified",1793,54,3
51702,NS da Boa Viagem,"Bahia, port unspecified",Cape Coast Castle,"Bahia, port unspecified",1795,,
51704,NS da Boa Viagem,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1796,,
51705,NS de Nazaré e S Miguel,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1796,813,27
51706,NS do Livramento,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1796,89,1
51708,James,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1797,,
51711,S Antônio Santíssimo Sacramento Netuno,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1794,,
51713,Divino Espírito Santo,"Bahia, port unspecified",Benin,"Bahia, port unspecified",1802,,
51714,NS da Graça e Sr do Bonfim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1803,60,15
51715,S João Indiano,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1803,,
51716,S José Zabumba (a) Labeinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1803,,28
51718,NS da Guia e S Pedro da Guarda,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51719,Corpo Santo e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51720,NS do Monserrat e Piedade,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1718,,
51721,NS da Conceição e S Antônio da Mouraria,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1716,,
51722,NS dos Milagres e S Cristo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51723,NS da Soledade S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1717,,
51724,NS da Piedade e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51725,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51726,S Teresa e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51727,NS do Bonsucesso e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51728,NS do Rosario e Almas,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1718,,
51729,Sacramento S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51730,NS da Purificacão e S Antônio da Barra,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51731,NS da Boa Morte Conceição e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51732,S Pedro,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1718,,
51733,NS da Conceição,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1718,,
51734,S Isabel Rainha de Portugal e Almas,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1719,,
51735,S Jorge e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1718,,
51736,NS do Pilar e S Antônio,"Bahia, port unspecified","Africa, port unspecified","Bahia, port unspecified",1718,,
51737,S Caetano e Almas,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1719,,
51738,Santana e S Isabel,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1718,,
51739,NS Mãe de Deus e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51740,NS das Brotas e S Gonçalo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1718,,
51741,NS da Graça,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1719,,
51742,NS da Vitória e Amor Divino,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1719,,
51743,NS do Tejo e Barroquinha,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1719,,
51744,Corpo Santo e S Boaventura,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1719,,
51745,NS do Monserrat e Piedade,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1719,,
51746,S Cristo e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1719,,
51747,S Pedro,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1719,,
